created_at,tweet_id,retweet_count,favorite_count,stage,image_url,species_prediction,prediction_conf,year
2017-06-20 16:29:50+00:00,877201837425926144,5880,27755,nan,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,2017
2017-06-19 16:24:33+00:00,876838120628539392,3506,21125,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,2017
2017-06-18 16:57:37+00:00,876484053909872640,2511,19163,nan,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,2017
2017-06-17 16:52:05+00:00,876120275196170240,4903,28490,nan,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,2017
2017-06-16 16:11:53+00:00,875747767867523072,4497,25773,nan,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,2017
2017-06-15 00:13:52+00:00,875144289856114688,5081,22185,nan,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,2017
2017-06-14 16:04:48+00:00,875021211251597312,4922,26022,nan,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.7143189999999999,2017
2017-06-13 17:29:20+00:00,874680097055178752,4875,28439,nan,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,2017
2017-06-12 16:06:11+00:00,874296783580663808,4308,26651,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,2017
2017-06-12 00:15:36+00:00,874057562936811520,4125,23134,nan,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001,2017
2017-06-11 21:18:31+00:00,874012996292530176,11007,35501,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,2017
2017-06-10 16:39:04+00:00,873580283840344065,4143,24837,nan,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537,2017
2017-06-09 16:22:42+00:00,873213775632977920,1667,7467,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,2017
2017-06-09 00:02:31+00:00,872967104147763200,5669,28031,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913,2017
2017-06-08 14:20:41+00:00,872820683541237760,3884,15029,nan,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,2017
2017-06-08 01:06:27+00:00,872620804844003328,3911,21309,nan,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,2017
2017-06-07 16:14:40+00:00,872486979161796608,9429,41606,nan,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861,2017
2017-06-07 01:19:32+00:00,872261713294495745,6649,35085,nan,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,0.972019,2017
2017-06-06 00:01:46+00:00,871879754684805121,11918,39090,nan,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,2017
2017-06-05 16:15:56+00:00,871762521631449091,3678,20787,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,2017
2017-06-04 23:56:03+00:00,871515927908634625,3628,20730,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,2017
2017-06-03 15:55:36+00:00,871032628920680449,3999,23255,nan,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.3980530000000001,2017
2017-06-02 15:00:16+00:00,870656317836468226,2817,12819,nan,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495,2017
2017-06-01 20:18:38+00:00,870374049280663552,27680,85011,nan,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,0.841001,2017
2017-06-01 16:00:09+00:00,870308999962521604,4384,22453,nan,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,0.6227520000000001,2017
2017-05-31 04:27:59+00:00,869772420881756160,10663,43710,nan,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.980148,2017
2017-05-30 23:51:58+00:00,869702957897576449,6728,29116,nan,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.993449,2017
2017-05-30 16:49:31+00:00,869596645499047938,3327,16476,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,0.955156,2017
2017-05-29 16:24:37+00:00,869227993411051520,4023,21112,nan,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.664181,2017
2017-05-28 00:18:35+00:00,868622495443632128,6275,28295,nan,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever,0.868107,2017
2017-05-27 19:39:34+00:00,868552278524837888,2240,10539,nan,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,0.378151,2017
2017-05-26 00:29:37+00:00,867900495410671616,4439,24964,nan,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador_retriever,0.522644,2017
2017-05-25 16:10:44+00:00,867774946302451713,7788,35179,nan,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border_collie,0.661953,2017
2017-05-24 16:44:18+00:00,867421006826221569,2697,16755,puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.6164569999999999,2017
2017-05-23 17:40:04+00:00,867072653475098625,135,0,nan,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,Blenheim_spaniel,0.352946,2017
2017-05-23 16:16:06+00:00,867051520902168576,8425,33420,nan,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.471403,2017
2017-05-22 16:06:55+00:00,866686824827068416,3727,20070,nan,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated_retriever,0.51473,2017
2017-05-22 00:28:40+00:00,866450705531457537,32883,106827,pupper,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,0.905334,2017
2017-05-21 16:48:45+00:00,866334964761202691,15546,54720,nan,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.984086,2017
2017-05-19 23:57:46+00:00,865718153858494464,6008,26640,nan,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden_retriever,0.673664,2017
2017-05-19 00:12:11+00:00,865359393868664832,5384,27530,nan,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake_Bay_retriever,0.832435,2017
2017-05-18 00:50:50+00:00,865006731092295680,8209,29063,nan,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.989882,2017
2017-05-16 00:41:21+00:00,864279568663928832,3266,15195,nan,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull_mastiff,0.668613,2017
2017-05-15 19:14:50+00:00,864197398364647424,9616,31459,nan,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden_retriever,0.945905,2017
2017-05-14 00:34:33+00:00,863553081350529029,4489,15935,nan,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Eskimo_dog,0.41333,2017
2017-05-13 16:33:49+00:00,863432100342583297,5664,24829,nan,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire_bullterrier,0.690517,2017
2017-05-12 17:12:53+00:00,863079547188785154,1195,9094,nan,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,Lakeland_terrier,0.275242,2017
2017-05-12 16:05:02+00:00,863062471531167744,2687,8945,nan,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French_bulldog,0.935804,2017
2017-05-12 00:46:44+00:00,862831371563274240,5457,20011,nan,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian_terrier,0.207281,2017
2017-05-11 17:34:13+00:00,862722525377298433,3809,17779,nan,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,basset,0.39333,2017
2017-05-10 00:08:34+00:00,862096992088072192,21840,66437,nan,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,chow,0.677589,2017
2017-05-08 00:54:59+00:00,861383897657036800,11528,37744,nan,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,0.771008,2017
2017-05-06 23:49:50+00:00,861005113778896900,4119,17538,nan,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,German_shepherd,0.507951,2017
2017-05-05 18:36:06+00:00,860563773140209665,2334,7878,nan,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,Cardigan,0.583936,2017
2017-05-05 16:00:04+00:00,860524505164394496,5698,24678,nan,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,Bedlington_terrier,0.286558,2017
2017-05-04 00:15:58+00:00,859924526012018688,4349,20021,nan,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,French_bulldog,0.254587,2017
2017-05-03 19:26:06+00:00,859851578198683649,3780,16105,nan,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,Labrador_retriever,0.899086,2017
2017-05-03 03:17:27+00:00,859607811541651456,1704,19476,puppo,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden_retriever,0.8955290000000001,2017
2017-05-01 00:40:27+00:00,858843525470990336,3771,16304,doggo,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,golden_retriever,0.57812,2017
2017-04-30 00:02:42+00:00,858471635011153920,5271,22640,nan,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Pembroke,0.987407,2017
2017-04-28 23:57:28+00:00,858107933456039936,3154,16524,nan,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,golden_retriever,0.863874,2017
2017-04-28 16:08:49+00:00,857989990357356544,2812,16952,nan,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,French_bulldog,0.43258,2017
2017-04-28 00:00:54+00:00,857746408056729600,11524,36021,nan,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,Labrador_retriever,0.919832,2017
2017-04-27 00:38:11+00:00,857393404942143489,1785,6236,nan,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,malamute,0.8415969999999999,2017
2017-04-26 16:00:39+00:00,857263160327368704,4934,21041,nan,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,Samoyed,0.998021,2017
2017-04-26 00:33:27+00:00,857029823797047296,4364,19910,nan,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,golden_retriever,0.968623,2017
2017-04-24 16:22:16+00:00,856543823941562368,3131,17135,nan,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,Boston_bull,0.30691,2017
2017-04-24 15:13:52+00:00,856526610513747968,2068,12446,nan,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,Old_English_sheepdog,0.798481,2017
2017-04-23 23:01:59+00:00,856282028240666624,6841,29086,nan,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,Chihuahua,0.8765430000000001,2017
2017-04-22 18:31:02+00:00,855851453814013952,19196,47844,doggo,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,flat-coated_retriever,0.321676,2017
2017-04-21 16:33:22+00:00,855459453768019968,8987,31657,nan,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,Blenheim_spaniel,0.389513,2017
2017-04-19 16:25:34+00:00,854732716440526848,6690,24188,nan,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,Pembroke,0.6955479999999999,2017
2017-04-18 23:50:52+00:00,854482394044301312,7608,31131,nan,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,Chihuahua,0.26024200000000003,2017
2017-04-18 16:05:17+00:00,854365224396361728,5159,20046,nan,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,Pembroke,0.90708,2017
2017-04-17 23:52:16+00:00,854120357044912130,8285,33911,pupper,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,black-and-tan_coonhound,0.8548610000000001,2017
2017-04-17 16:34:26+00:00,854010172552949760,3433,17169,doggo,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,English_springer,0.354733,2017
2017-04-17 00:03:50+00:00,853760880890318849,6403,30414,nan,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,miniature_pinscher,0.29251900000000003,2017
2017-04-16 16:00:07+00:00,853639147608842240,11265,37198,nan,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,German_shepherd,0.509879,2017
2017-04-14 15:51:39+00:00,852912242202992640,2037,9658,nan,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,Great_Dane,0.7837649999999999,2017
2017-04-13 23:59:28+00:00,852672615818899456,2388,15939,nan,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,golden_retriever,0.7112350000000001,2017
2017-04-13 16:05:56+00:00,852553447878664193,3885,17492,nan,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,bloodhound,0.186498,2017
2017-04-12 00:23:33+00:00,851953902622658560,10706,0,doggo,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,Staffordshire_bullterrier,0.757547,2017
2017-04-11 00:24:08+00:00,851591660324737024,3819,17300,nan,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,Cardigan,0.394507,2017
2017-04-08 16:54:09+00:00,850753642995093505,10352,33348,nan,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,pug,0.996952,2017
2017-04-07 16:10:12+00:00,850380195714523136,2915,13994,nan,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,Yorkshire_terrier,0.249012,2017
2017-04-06 16:18:05+00:00,850019790995546112,5459,21944,pupper,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,Shetland_sheepdog,0.759907,2017
2017-04-06 00:13:11+00:00,849776966551130114,8404,32390,nan,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,Chihuahua,0.292092,2017
2017-04-05 00:04:08+00:00,849412302885593088,3487,17039,nan,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,schipperke,0.907559,2017
2017-04-03 00:16:10+00:00,848690551926992896,4826,27104,nan,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,flat-coated_retriever,0.8236479999999999,2017
2017-04-02 00:03:26+00:00,848324959059550208,4037,20229,nan,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,malamute,0.5445760000000001,2017
2017-04-01 16:35:01+00:00,848212111729840128,3444,17618,nan,https://pbs.twimg.com/media/C8V0aI5V0AAgO9m.jpg,Bedlington_terrier,0.333486,2017
2017-03-31 16:07:33+00:00,847842811428974592,1522,5935,nan,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg,Bernese_mountain_dog,0.951337,2017
2017-03-31 00:27:14+00:00,847606175596138505,3774,20208,nan,https://pbs.twimg.com/media/C8NNUDBUMAE0XxJ.jpg,Cardigan,0.413688,2017
2017-03-30 00:56:03+00:00,847251039262605312,4800,22036,nan,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,Airedale,0.49538,2017
2017-03-29 18:43:12+00:00,847157206088847362,6572,21588,nan,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg,Staffordshire_bullterrier,0.21960900000000005,2017
2017-03-29 00:01:05+00:00,846874817362120707,4404,21685,nan,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,Shetland_sheepdog,0.450539,2017
2017-03-28 00:07:32+00:00,846514051647705089,13076,48410,doggo,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,golden_retriever,0.650003,2017
2017-03-27 00:15:53+00:00,846153765933735936,10226,34394,nan,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,giant_schnauzer,0.346468,2017
2017-03-26 16:55:29+00:00,846042936437604353,3224,17256,nan,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,golden_retriever,0.96111,2017
2017-03-26 01:38:00+00:00,845812042753855489,9894,31737,nan,https://pbs.twimg.com/media/C7ztkInW0AEh1CD.jpg,Samoyed,0.979803,2017
2017-03-25 16:45:08+00:00,845677943972139009,5365,27154,nan,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,chow,0.8086810000000001,2017
2017-03-24 22:08:59+00:00,845397057150107648,2072,8241,doggo,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,Dandie_Dinmont,0.394404,2017
2017-03-24 16:10:40+00:00,845306882940190720,6039,25225,pupper,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,Irish_water_spaniel,0.567475,2017
2017-03-23 18:07:10+00:00,844973813909606400,3617,16361,nan,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,Labrador_retriever,0.742421,2017
2017-03-23 00:18:10+00:00,844704788403113984,11633,42022,nan,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg,Labrador_retriever,0.980213,2017
